wav,0.1,1,10,1000
18.84,0.04921,0.5409,1.411,1
19.95,0.04417,0.4892,1.411,1
21.13,0.03856,0.4275,1.423,1
22.39,0.03388,0.3751,1.439,1
23.71,0.02983,0.329,1.456,1
25.12,0.02636,0.2896,1.465,1
26.61,0.02325,0.2542,1.473,1
28.18,0.02056,0.2237,1.485,1
29.85,0.01822,0.1972,1.508,1
31.62,0.01614,0.1738,1.542,1
33.5,0.01433,0.1535,1.576,1
35.48,0.0128,0.1364,1.602,1
37.58,0.01145,0.1215,1.612,1
39.81,0.01019,0.1076,1.608,1
42.17,0.009051,0.09522,1.604,1
44.67,0.008026,0.08411,1.611,1
47.32,0.007112,0.07425,1.632,1
50.12,0.006296,0.06551,1.667,1
53.09,0.005571,0.05777,1.713,1
56.23,0.004929,0.05095,1.764,1
59.57,0.004356,0.0449,1.816,1
63.1,0.003851,0.03958,1.861,1
66.83,0.003403,0.03488,1.879,1
70.79,0.003009,0.03078,1.835,1
74.99,0.002661,0.02715,1.689,1
79.43,0.002354,0.02397,1.441,1
84.14,0.002083,0.02118,1.152,1
89.13,0.001846,0.01873,0.8862,1
94.41,0.001635,0.01657,0.6738,1
100,0.001449,0.01467,0.514,1
105.9,0.001285,0.01299,0.3969,1
112.2,0.00114,0.01151,0.3105,1
118.9,0.001012,0.01021,0.2464,1
125.9,0.0008985,0.009054,0.1982,1
133.4,0.0007981,0.008036,0.1612,1
141.3,0.0007092,0.007136,0.1325,1
149.6,0.0006304,0.006339,0.11,1
158.5,0.0005604,0.005632,0.09197,1
167.9,0.0004984,0.005005,0.07747,1
177.8,0.0004433,0.00445,0.06567,1
188.4,0.0003944,0.003957,0.05598,1
199.5,0.0003509,0.00352,0.04795,1
211.3,0.0003124,0.003132,0.04126,1
223.9,0.0002781,0.002787,0.03564,1
237.1,0.0002476,0.002481,0.03089,1
251.2,0.0002204,0.002209,0.02685,1
266.1,0.0001963,0.001966,0.0234,1
281.8,0.0001747,0.00175,0.02044,1
298.5,0.0001556,0.001558,0.0179,1
316.2,0.0001386,0.001388,0.0157,1
335,0.0001235,0.001236,0.0138,1
354.8,0.00011,0.001101,0.01215,1
375.8,9.80E-05,0.0009809,0.01071,1
398.1,8.73E-05,0.0008738,0.009447,1
421.7,7.78E-05,0.0007784,0.008345,1
446.7,6.93E-05,0.0006934,0.007378,1
473.2,6.17E-05,0.0006178,0.006529,1
501.2,5.50E-05,0.0005504,0.005782,1
530.9,4.90E-05,0.0004904,0.005125,1
562.3,4.37E-05,0.000437,0.004545,1
595.7,3.89E-05,0.0003894,0.004032,1
631,3.47E-05,0.000347,0.00358,1
668.3,3.09E-05,0.0003092,0.003179,1
707.9,2.76E-05,0.0002756,0.002825,1
749.9,2.46E-05,0.0002456,0.00251,1
794.3,2.19E-05,0.0002188,0.002232,1
841.4,1.95E-05,0.000195,0.001984,1
891.3,1.74E-05,0.0001738,0.001765,1
944.1,1.55E-05,0.0001549,0.00157,1
1000,1.38E-05,0.000138,0.001397,1
